$GPGGA,090000.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090001.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090002.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090003.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090004.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090005.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090006.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090007.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090008.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090009.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090010.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090011.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090012.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090013.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090014.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090015.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090016.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090017.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090018.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090019.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090020.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090021.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090022.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090023.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090024.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090025.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090026.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090027.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090028.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090029.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090030.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090031.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090032.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090033.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090034.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090035.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090036.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090037.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090038.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090039.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090040.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090041.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090042.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090043.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090044.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090045.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090046.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090047.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090048.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090049.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090050.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090051.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090052.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090053.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090054.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090055.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090056.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090057.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090058.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090059.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090100.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090101.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090102.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090103.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090104.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090105.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090106.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090107.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090108.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090109.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090110.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090111.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090112.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090113.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090114.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090115.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090116.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090117.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090118.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090119.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090120.00,0616.11372197,N,07535.41060014,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090121.00,0616.11371937,N,07535.41059680,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090122.00,0616.11371430,N,07535.41059032,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090123.00,0616.11373968,N,07535.41062278,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090124.00,0616.11372723,N,07535.41060686,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090125.00,0616.11374392,N,07535.41062821,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090126.00,0616.11378992,N,07535.41068702,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090127.00,0616.11379528,N,07535.41069388,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090128.00,0616.11382925,N,07535.41073732,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090129.00,0616.11389297,N,07535.41081882,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090130.00,0616.11395121,N,07535.41089333,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090131.00,0616.11400389,N,07535.41096074,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090132.00,0616.11409036,N,07535.41107145,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
